Giới thiệu,Diện tích,Giá nhà,Địa chỉ,Ngày đăng,Link,Pháp lý,index_,Mô tả
"Bán nhà phố Vip Tạ Quang Bửu, NGÕ NÔNG THOÁNG, giá chỉ 3.75 tỷ",30 m2 4 PN 4 WC,3 tỷ 700 triệu,"Quận Hai Bà Trưng, Hà Nội",28/02/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-pho-vip-ta-quang-buu-ngo-nong-thoang-gia-chi-3-75-ty-id22022709,Sổ đỏ,333,
"Bán nhà phố Lê Thanh Nghị, gần mặt phố 30m2*3.2 tỷ",30 m2 3 PN 3 WC,3 tỷ 200 triệu,"Quận Hai Bà Trưng, Hà Nội",28/02/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-pho-le-thanh-nghi-gan-mat-pho-30m2-3-2-ty-id22002175,Sổ đỏ,334,
"Bán nhà phố Lê Thanh Nghị, LÔ GÓC-CHO THUÊ, 4 tầng giá 3.45 tỷ",27 m2 3 PN 3 WC,3 tỷ 450 triệu,"Quận Hai Bà Trưng, Hà Nội",28/02/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-pho-le-thanh-nghi-lo-goc-cho-thue-4-tang-gia-3-45-ty-id21941101,Sổ đỏ,335,
"Bán nhà phố Tạ Quang Bửu, THANG MÁY-DÒNG TIỀN, 6 tầng mặt tiền 10m, gi",60 m2 6 PN 7 WC,15 tỷ 800 triệu,"Quận Hai Bà Trưng, Hà Nội",28/02/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-pho-ta-quang-buu-thang-may-dong-tien-6-tang-mat-tien-10m-gi-id21923473,Sổ đỏ,336,
"Lê thanh nghị, trung tâm hbt, ô tô tránh, kinh doanh đỉnh,6 tầng, 8,6",38 m2 4 PN 5 WC,8 tỷ 600 triệu,"Quận Hai Bà Trưng, Hà Nội",27/04/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/le-thanh-nghi-trung-tam-hbt-o-to-tranh-kinh-doanh-dinh-6-tang-8-6-id22098201,Sổ đỏ,337,
Bán nhà BHT MP Lê Thanh Nghị 34m2 giá 12 tỷ kinh doanh tốt,34 m2 6 PN 4 WC,12 tỷ,"Quận Hai Bà Trưng, Hà Nội",24/04/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-mat-tien-pho/ban-nha-bht-mp-le-thanh-nghi-34m2-gia-12-ty-kinh-doanh-tot-id21974783,Sổ đỏ,338,
CHUNG CƯ MINI Tạ Quang Bửu - 11 phòng khép ín - DÒNG TIỀN 70tr/tháng.,45 m2 11 PN 11 WC,7 tỷ 900 triệu,"Quận Hai Bà Trưng, Hà Nội",18/04/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/chung-cu-mini-ta-quang-buu-11-phong-khep-in-dong-tien-70tr-thang-id22114570,Sổ đỏ,339,
"Bán nhà phân lô Tạ Quang Bửu, 40m2, 7 tầng, 11 phòng khép kín, 7.95 tỷ",40 m2 11 PN 11 WC,7 tỷ 950 triệu,"Quận Hai Bà Trưng, Hà Nội",17/04/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-phan-lo-ta-quang-buu-40m2-7-tang-11-phong-khep-kin-7-95-ty-id22086896,Sổ đỏ,340,
"Bán nhà đẹp Lê Thanh Nghị, 34m2, 6 tầng, ô tô vào, KD đỉnh, 8.6 tỷ",34 m2 5 PN 5 WC,8 tỷ 600 triệu,"Quận Hai Bà Trưng, Hà Nội",17/04/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-dep-le-thanh-nghi-34m2-6-tang-o-to-vao-kd-dinh-8-6-ty-id22106487,Sổ đỏ,341,
Bán nhà ngõ 48 Tạ Quang Bửu 21 tỷ 135m 3 tầng Mtien 6.8m ô tô KD tốt,135 m2 6 PN 6 WC,21 tỷ,"Quận Hai Bà Trưng, Hà Nội",16/04/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-ngo-48-ta-quang-buu-21-ty-135m-3-tang-mtien-6-8m-o-to-kd-tot-id21983371,Sổ đỏ,342,
Bán nhà Hai Bà Trưng MP Lê Thanh Nghị 42m 5 tầng MT 7m KD tốt 19 tỷ,42 m2 4 PN 5 WC,19 tỷ,"Quận Hai Bà Trưng, Hà Nội",16/04/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-mat-tien-pho/ban-nha-hai-ba-trung-mp-le-thanh-nghi-42m-5-tang-mt-7m-kd-tot-19-ty-id21881496,Sổ đỏ,343,
Bán nhà ngõ 20 Lê Thanh Nghị 145m 5 tầng MT 5m 21 tỷ cho thuê 50tr/th,145 m2 15 PN 15 WC,21 tỷ,"Quận Hai Bà Trưng, Hà Nội",16/04/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-ngo-20-le-thanh-nghi-145m-5-tang-mt-5m-21-ty-cho-thue-50tr-th-id21881538,Sổ đỏ,344,
Bán nhà Hai Bà Trưng MP Lê Thanh Nghị 108m 3 tầng MT 12m căn góc 40 tỷ,108 m2 4 PN 4 WC,40 tỷ,"Quận Hai Bà Trưng, Hà Nội",16/04/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-mat-tien-pho/ban-nha-hai-ba-trung-mp-le-thanh-nghi-108m-3-tang-mt-12m-can-goc-40-ty-id21907308,Sổ đỏ,345,
"Bán nhà MP Lê Thanh Nghị 16.5 tỷ 58m 5 tầng ô tỗ KD tốt, cho thuê 60tr",58 m2 4 PN 4 WC,16 tỷ 500 triệu,"Quận Hai Bà Trưng, Hà Nội",16/04/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-mat-tien-pho/ban-nha-mp-le-thanh-nghi-16-5-ty-58m-5-tang-o-to-kd-tot-cho-thue-60tr-id21983665,Sổ đỏ,346,
"bán nhà đại cồ việt ,bách khoa,hai bà trưng với 200m2- mặt tiền 12m",200 m2 0 PN 0 WC,39 tỷ,"Quận Hai Bà Trưng, Hà Nội",13/04/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-mat-tien-pho/ban-nha-dai-co-viet-bach-khoa-hai-ba-trung-voi-200m2-mat-tien-12m-id22072958,Sổ đỏ,347,
"Tôi cần bán nhà Trần Đại Nghĩa, giá 12.5 tỷ, 43m2x5T, ô tô vào, KD đượ",43 m2 5 PN 5 WC,12 tỷ 500 triệu,"Quận Hai Bà Trưng, Hà Nội",10/04/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-mat-tien-pho/toi-can-ban-nha-tran-dai-nghia-gia-12-5-ty-43m2x5t-o-to-vao-kd-duo-id22102540,Sổ đỏ,348,
"Cần bán nhà mặt ngõ 40 Tạ Quang Bửu, DT 39/42 m2, MT 3.4mx5 tầng",42 m2 3 PN 4 WC,8 tỷ 200 triệu,"Quận Hai Bà Trưng, Hà Nội",10/04/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/can-ban-nha-mat-ngo-40-ta-quang-buu-dt-39-42-m2-mt-3-4mx5-tang-id22106451,Sổ đỏ,349,
Đối diện đại Học Bạch Khoa- Kinh Tế Phân Lô Ô Tô Đỗ Cửa 35M 5 Tỷ 8,35 m2 3 PN 3 WC,5 tỷ 800 triệu,"Quận Hai Bà Trưng, Hà Nội",31/03/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/doi-dien-dai-hoc-bach-khoa-kinh-te-phan-lo-o-to-do-cua-35m-5-ty-8-id22069980,Sổ đỏ,350,
"$ Bán nhà TRẦN ĐẠI NGHĨA-Ôtô vô-Đường rộng-Dân trí Cao-To, Đẹp, Ở ngay",76 m2 4 PN 5 WC,9 tỷ 900 triệu,"Quận Hai Bà Trưng, Hà Nội",29/03/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-tran-dai-nghia-oto-vo-duong-rong-dan-tri-cao-to-dep-o-ngay-id22032180,Sổ đỏ,351,
"Siêu Phẩm Tạ Quang Bửu, Phân Lô, 2 Mặt Ngõ Ô Tô vào, 45M2x3T, MT4.8M",45 m2 4 PN 3 WC,7 tỷ,"Quận Hai Bà Trưng, Hà Nội",27/05/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/sieu-pham-ta-quang-buu-phan-lo-2-mat-ngo-o-to-vao-45m2x3t-mt4-8m-id22053581,Sổ đỏ,352,
"[Hiếm] Nhà Lô Góc 2 Mặt Tiền – Ô tô Vào, Ngõ 40 Tạ Quang Bửu, 58M2x6T",58 m2 6 PN 6 WC,15 tỷ,"Quận Hai Bà Trưng, Hà Nội",27/05/2023,https://mogi.vn/quan-hai-ba-trung/mua-duong-noi-bo/hiem-nha-lo-goc-2-mat-tien-o-to-vao-ngo-40-ta-quang-buu-58m2x6t-id22060597,Sổ đỏ,353,
"Bán Nhà Kinh Doanh Đỉnh Phố Lê Thanh Nghị, 36M2x6T, MT6.1M, Ngõ Ô tô",36 m2 4 PN 5 WC,8 tỷ,"Quận Hai Bà Trưng, Hà Nội",27/05/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-mat-tien-pho/ban-nha-kinh-doanh-dinh-pho-le-thanh-nghi-36m2x6t-mt6-1m-ngo-o-to-id22068150,Sổ đỏ,354,
"Nhà tạ quang bửu, hbt, 50 m2, 7 tầng, 2 mặt ngõ ô tô, 11 phòng khép",50 m2 11 PN 11 WC,8 tỷ 500 triệu,"Quận Hai Bà Trưng, Hà Nội",27/05/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/nha-ta-quang-buu-hbt-50-m2-7-tang-2-mat-ngo-o-to-11-phong-khep-id22137909,Sổ đỏ,355,
"VIP!!! Nhà 4 Tầng Mặt Ngõ 40 Tạ Quang Bửu, DT45M2, MT3.5M. Ô tô Tránh",45 m2 3 PN 3 WC,8 tỷ,"Quận Hai Bà Trưng, Hà Nội",27/05/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/vip-nha-4-tang-mat-ngo-40-ta-quang-buu-dt45m2-mt3-5m-o-to-tranh-id22174979,Sổ đỏ,356,
"✨Cần bán nhà củ 79M2x4T, MT3.5M, 20m ra phố Tạ Quang Bửu, Ô tô tải vào",79 m2 4 PN 4 WC,11 tỷ 400 triệu,"Quận Hai Bà Trưng, Hà Nội",27/05/2023,https://mogi.vn/quan-hai-ba-trung/mua-duong-noi-bo/can-ban-nha-cu-79m2x4t-mt3-5m-20m-ra-pho-ta-quang-buu-o-to-tai-vao-id22033207,Sổ đỏ,357,
[Hiếm] Bán nhà ngõ 40 Tạ Quang Bửu 50m2 xây 7 tầng ngõ ô to con vào,50 m2 11 PN 6 WC,7 tỷ,"Quận Hai Bà Trưng, Hà Nội",27/05/2023,https://mogi.vn/quan-hai-ba-trung/mua-duong-noi-bo/hiem-ban-nha-ngo-40-ta-quang-buu-50m2-xay-7-tang-ngo-o-to-con-vao-id22026026,Sổ đỏ,358,
"Bán nhà phố Tạ Quang Bửu 31,5m2 nhà kiên cố chắc chắn 2,75 tỷ",32 m2 1 PN 2 WC,2 tỷ 750 triệu,"Quận Hai Bà Trưng, Hà Nội",23/05/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-pho-ta-quang-buu-31-5m2-nha-kien-co-chac-chan-2-75-ty-id22169204,Sổ đỏ,359,
"Bán căn hộ tập thể Z7 Bách Khoa Tạ Quang Bửu 50m2 1n1k1vs giá 1,88 tỷ",50 m2 1 PN 1 WC,1 tỷ 880 triệu,"Quận Hai Bà Trưng, Hà Nội",19/05/2023,https://mogi.vn/quan-hai-ba-trung/mua-duong-noi-bo/ban-can-ho-tap-the-z7-bach-khoa-ta-quang-buu-50m2-1n1k1vs-gia-1-88-ty-id22129128,Sổ đỏ,360,
"Bán căn hộ TT tầng 2 khu Bách Khoa 65m2, 2 ngủ riêng biệt giá 1,78 tỷ",65 m2 2 PN 1 WC,1 tỷ 780 triệu,"Quận Hai Bà Trưng, Hà Nội",19/05/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-can-ho-tt-tang-2-khu-bach-khoa-65m2-2-ngu-rieng-biet-gia-1-78-ty-id21996632,Sổ đỏ,361,
"Mặt Phố Trần Đại Nghĩa, Hai BÀ Trưng, Kinh Doanh, 95m2, MT 6m, 42.8 Tỷ",95 m2 4 PN 6 WC,42 tỷ 800 triệu,"Quận Hai Bà Trưng, Hà Nội",16/05/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-mat-tien-pho/mat-pho-tran-dai-nghia-hai-ba-trung-kinh-doanh-95m2-mt-6m-42-8-ty-id22143975,Sổ đỏ,362,
Bán nhà ngã tư Lê Thanh Nghị Bạch Mai Hai Bà Trưng. 45m2 x 5T đẹp.,45 m2 6 PN 5 WC,6 tỷ 300 triệu,"Quận Hai Bà Trưng, Hà Nội",11/05/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-nga-tu-le-thanh-nghi-bach-mai-hai-ba-trung-45m2-x-5t-dep-id22094809,Sổ đỏ,363,
Bán nhà đẹp phố tạ quang bửu- vài bước ô tô tránh- xách valy về ở ngay,44 m2 6 PN 4 WC,7 tỷ 500 triệu,"Quận Hai Bà Trưng, Hà Nội",08/05/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-dep-pho-ta-quang-buu-vai-buoc-o-to-tranh-xach-valy-ve-o-ngay-id22139615,Sổ đỏ,364,
Khách sạn mặt phố lô góc Trần Đại Nghĩa 110m2 8 tầng 10m nhỉnh 30 tỷ,110 m2 18 PN 20 WC,36 tỷ,"Quận Hai Bà Trưng, Hà Nội",08/05/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-mat-tien-pho/khach-san-mat-pho-lo-goc-tran-dai-nghia-110m2-8-tang-10m-nhinh-30-ty-id22148638,Sổ đỏ,365,
Bán nhà đẹp hiếm có- trung tâm bách kinh xây- thiết kế hợp lý,38 m2 4 PN 4 WC,6 tỷ 400 triệu,"Quận Hai Bà Trưng, Hà Nội",30/04/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-dep-hiem-co-trung-tam-bach-kinh-xay-thiet-ke-hop-ly-id22140771,Sổ đỏ,366,
"4 tỷ Hai Bà Trưng -Hiếm , sát phố - đầy đủ tiện ích",40 m2 4 PN 4 WC,4 tỷ 100 triệu,"Quận Hai Bà Trưng, Hà Nội",04/07/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/4-ty-hai-ba-trung-hiem-sat-pho-day-du-tien-ich-id22221067,Sổ đỏ,367,
Cho thuê VP số 2 ngõ 37 Tạ Quang Bửu đối diện trường cấp 3 Thăng Long,35 m2 1 PN 1 WC,5 triệu,"Quận Hai Bà Trưng, Hà Nội",24/06/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/cho-thue-vp-so-2-ngo-37-ta-quang-buu-doi-dien-truong-cap-3-thang-long-id22213397,Sổ đỏ,368,
"Ngõ 58 Tạ Quang Bửu - NHÀ ĐẸP, 39m2, xây 4 tầng, MT5m, giá nhỉnh 4 tỷ",40 m2 3 PN 3 WC,4 tỷ,"Quận Hai Bà Trưng, Hà Nội",23/06/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-mat-tien-pho/ngo-58-ta-quang-buu-nha-dep-39m2-xay-4-tang-mt5m-gia-nhinh-4-ty-id22201004,Sổ đỏ,369,
"Lê Thanh Nghị 55/60m2, xây 4 tầng, lô góc 9m mặt tiền, giá bán 13.9tỷ",55 m2 4 PN 4 WC,13 tỷ 900 triệu,"Quận Hai Bà Trưng, Hà Nội",23/06/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-mat-tien-pho/le-thanh-nghi-55-60m2-xay-4-tang-lo-goc-9m-mat-tien-gia-ban-13-9ty-id22206651,Sổ đỏ,370,
"Tạ Quang Bửu 118/160M2, xây 6 tầng, MT 4.5, giá bán 34 tỷ Hai Bà Trưng",118 m2 6 PN 6 WC,34 tỷ,"Quận Hai Bà Trưng, Hà Nội",23/06/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-mat-tien-pho/ta-quang-buu-118-160m2-xay-6-tang-mt-4-5-gia-ban-34-ty-hai-ba-trung-id22207166,Sổ đỏ,371,
"Hai Bà Trưng 40m đầy đủ tiện ích, 3 bước ra tới phố giá 4 tỷ",40 m2 4 PN 4 WC,4 tỷ 350 triệu,"Quận Hai Bà Trưng, Hà Nội",23/06/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/hai-ba-trung-40m-day-du-tien-ich-3-buoc-ra-toi-pho-gia-4-ty-id22208366,Sổ đỏ,372,
Cực hiếm Hai Bà Trưng không có căn thứ 2 91m giá nhỉnh 7 tỷ,91 m2 4 PN 4 WC,7 tỷ 300 triệu,"Quận Hai Bà Trưng, Hà Nội",23/06/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/cuc-hiem-hai-ba-trung-khong-co-can-thu-2-91m-gia-nhinh-7-ty-id22213362,Sổ đỏ,373,
"Phố Tạ Quang Bửu ,Hai Bà Trưng 40m x4T , cách phố 20m",40 m2 4 PN 4 WC,4 tỷ 150 triệu,"Quận Hai Bà Trưng, Hà Nội",23/06/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/pho-ta-quang-buu-hai-ba-trung-40m-x4t-cach-pho-20m-id22214708,Sổ đỏ,374,
"CỰC HIẾM- Ở NGAY - LÊ THANH NGHỊ- Hai Bà Trưng- 45m2x 4 Tầng - Giá: 4,",45 m2 2 PN 3 WC,4 tỷ 950 triệu,"Quận Hai Bà Trưng, Hà Nội",22/06/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/cuc-hiem-o-ngay-le-thanh-nghi-hai-ba-trung-45m2x-4-tang-gia-4-id22176138,Sổ đỏ,375,
CỰC HIẾM Trung tâm Hai Bà Trưng 40mx4T giá nhỉnh 4 tỷ,40 m2 4 PN 4 WC,4 tỷ 350 triệu,"Quận Hai Bà Trưng, Hà Nội",17/06/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/cuc-hiem-trung-tam-hai-ba-trung-40mx4t-gia-nhinh-4-ty-id22206416,Sổ đỏ,376,
CỰC HOT DT 40m2 cách phố Tạ Quang Bửu 15m giá nhỉnh 4 tỷ,39 m2 4 PN 4 WC,4 tỷ 350 triệu,"Quận Hai Bà Trưng, Hà Nội",15/06/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/cuc-hot-dt-40m2-cach-pho-ta-quang-buu-15m-gia-nhinh-4-ty-id22202509,Sổ đỏ,377,
Bán nhà Bách Khoa_40m2 5T_phân lô_kinh doanh_ô tô_giá nhỉnh 8 tỷ,40 m2 3 PN 4 WC,8 tỷ,"Quận Hai Bà Trưng, Hà Nội",14/06/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-mat-tien-pho/ba-n-nha-ba-ch-khoa-40m2-5t-phan-lo-kinh-doanh-o-to-gia-nhi-nh-8-ty-id22176555,Sổ đỏ,378,
Cho thuê VP số 2 ngõ 37 Tạ Quang Bửu đối diện trường cấp 3 Thăng Long,35 m2 1 PN 1 WC,5 triệu 500 nghìn,"Quận Hai Bà Trưng, Hà Nội",06/06/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/cho-thue-vp-so-2-ngo-37-ta-quang-buu-doi-dien-truong-cap-3-thang-long-id22188886,Sổ đỏ,379,
"Hiếm!!! Bán đất 116M2 mặt tiền 4 mét, vỉa hè 5 mét Phố Tạ Quang Bửu",116 m2 4 PN 2 WC,15 tỷ,"Quận Hai Bà Trưng, Hà Nội",27/05/2023,https://mogi.vn/quan-hai-ba-trung/mua-duong-noi-bo/hiem-ban-dat-116m2-mat-tien-4-met-via-he-5-met-pho-ta-quang-buu-id22026011,Sổ đỏ,380,
"Bán Nhà Ngõ Ô Tô Tránh Phố Tạ Quang Bửu, Gần Bể Bơi Bách Khoa, DT64M2",64 m2 4 PN 4 WC,11 tỷ,"Quận Hai Bà Trưng, Hà Nội",27/05/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-ngo-o-to-tranh-pho-ta-quang-buu-gan-be-boi-bach-khoa-dt64m2-id22087774,Sổ đỏ,381,
"Bán nhà Trần Đại Nghĩa, Phân Lô, Ô Tô, KD, 75M2 5T MT5m, Giá 14.68 tỷ",75 m2 5 PN 4 WC,14 tỷ 680 triệu,"Quận Hai Bà Trưng, Hà Nội",24/08/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-tran-dai-nghia-phan-lo-o-to-kd-75m2-5t-mt5m-gia-14-68-ty-id22235848,Sổ đỏ,382,
"Bán nhà Trần Đại Nghĩa, Ô Tô, Kinh Doanh Đỉnh 65m2 MT5.5m, Giá 10.3 tỷ",65 m2 1 PN 1 WC,10 tỷ 300 triệu,"Quận Hai Bà Trưng, Hà Nội",24/08/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-tran-dai-nghia-o-to-kinh-doanh-dinh-65m2-mt5-5m-gia-10-3-ty-id22235797,Sổ đỏ,383,
"Bán nhà Trần Đại Nghĩa, Phân Lô Vỉa Hè, Ô Tô, Kinh Doanh, 75m2 5T MT5M",75 m2 6 PN 4 WC,14 tỷ 680 triệu,"Quận Hai Bà Trưng, Hà Nội",24/08/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-tran-dai-nghia-phan-lo-via-he-o-to-kinh-doanh-75m2-5t-mt5m-id22232871,Sổ đỏ,384,
Bán gấp mặt phố Trần Đại Nghĩa KD 135m2 4 tầng mt 4m giá 20 tỷ,135 m2 6 PN 4 WC,20 tỷ,"Quận Hai Bà Trưng, Hà Nội",18/08/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-mat-tien-pho/ban-gap-mat-pho-tran-dai-nghia-kd-135m2-4-tang-mt-4m-gia-20-ty-id22309402,Sổ đỏ,385,
"Bán nhà Tạ Quang Bửu, quận Hai Bà Trưng-Ở luôn-15m ô tô-Chỉ 10.2 Tỷ",92 m2 2 PN 2 WC,10 tỷ 200 triệu,"Quận Hai Bà Trưng, Hà Nội",12/08/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-ta-quang-buu-quan-hai-ba-trung-o-luon-15m-o-to-chi-10-2-ty-id22205559,Sổ đỏ,386,
"Nhà khu bách khoa, xây dựng, kinh tế quốc dân, 45m2, lô góc",45 m2 3 PN 3 WC,4 tỷ 950 triệu,"Quận Hai Bà Trưng, Hà Nội",08/08/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/nha-khu-bach-khoa-xay-dung-kinh-te-quoc-dan-45m2-lo-goc-id22294706,Sổ đỏ,387,
Bán nhà gần Trường Đại Học Bách Khoa- 48M x 5T - Ngõ Ba Gác - Ở Ngay,48 m2 4 PN 5 WC,4 tỷ 500 triệu,"Quận Hai Bà Trưng, Hà Nội",27/07/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-mat-tien-pho/ban-nha-gan-truong-dai-hoc-bach-khoa-48m-x-5t-ngo-ba-gac-o-ngay-id22277517,Sổ đỏ,388,
"Bán Nhà Lê Thanh Nghị, 50m x 4 tầng, 4.95 tỷ, lô góc, gần phố",50 m2 3 PN 3 WC,4 tỷ 950 triệu,"Quận Hai Bà Trưng, Hà Nội",19/07/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-le-thanh-nghi-50m-x-4-tang-4-95-ty-lo-goc-gan-pho-id22218800,Sổ đỏ,389,
"Bán nhà Tạ Quang Bửu, 45m x 5 tầng, mặt ngõ thông, ô tô đỗ cửa",45 m2 4 PN 4 WC,8 tỷ 300 triệu,"Quận Hai Bà Trưng, Hà Nội",19/07/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-mat-tien-pho/ban-nha-ta-quang-buu-45m-x-5-tang-mat-ngo-thong-o-to-do-cua-id22208890,Sổ đỏ,390,
Bán nhà sát cạnh Trường Đại Học Bách Khoa Hà Nội - 65M2 - 4Tầng.,65 m2 4 PN 4 WC,4 tỷ 555 triệu,"Quận Hai Bà Trưng, Hà Nội",19/07/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-mat-tien-pho/ban-nha-sat-canh-truong-dai-hoc-bach-khoa-ha-noi-65m2-4tang-id22268045,Sổ đỏ,391,
"Bán nhà Lê Thanh Nghị, 70m x 4 tầng, mặt ngõ thông, ô tô đỗ cửa",70 m2 4 PN 4 WC,10 tỷ,"Quận Hai Bà Trưng, Hà Nội",19/07/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-mat-tien-pho/ban-nha-le-thanh-nghi-70m-x-4-tang-mat-ngo-thong-o-to-do-cua-id22209519,Sổ đỏ,392,
Bán nhà gần Trường Đại Học Bách Khoa - 50m2 - 5 Tầng.,50 m2 4 PN 4 WC,4 tỷ 300 triệu,"Quận Hai Bà Trưng, Hà Nội",18/07/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-mat-tien-pho/ban-nha-gan-truong-dai-hoc-bach-khoa-50m2-5-tang-id22265448,Sổ đỏ,393,
Cực hiếm lô góc lê thanh nghị 45m 4 tầng mt4.2 ngõ rộng gần phố sổ,45 m2 3 PN 3 WC,4 tỷ 950 triệu,"Quận Hai Bà Trưng, Hà Nội",18/07/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/cuc-hiem-lo-goc-le-thanh-nghi-45m-4-tang-mt4-2-ngo-rong-gan-pho-so-id22264747,Sổ đỏ,394,
"Giảm 8 tỷ bán nhà 240m2, 4 tầng mặt phố Lê Thanh Nghị, vỉa hè rộng",240 m2 5 PN 5 WC,55 tỷ,"Quận Hai Bà Trưng, Hà Nội",11/07/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-mat-tien-pho/giam-8-ty-ban-nha-240m2-4-tang-mat-pho-le-thanh-nghi-via-he-rong-id22234589,Sổ đỏ,395,
"Cực Hiếm- Tạ Quang Bửu_ Hai Bà Trưng , đầy đủ tiện ích nhỉnh 4 tỷ",40 m2 4 PN 4 WC,4 tỷ 100 triệu,"Quận Hai Bà Trưng, Hà Nội",04/07/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/cuc-hiem-ta-quang-buu-hai-ba-trung-day-du-tien-ich-nhinh-4-ty-id22226228,Sổ đỏ,396,
"CCMN Trần Đại Nghĩa – 2 mặt ngõ OTO – 6T Thang máy – 91M2 GIÁ 20,5 TỶ",91 m2 9 PN 10 WC,20 tỷ 500 triệu,"Quận Hai Bà Trưng, Hà Nội",Hôm qua,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ccmn-tran-dai-nghia-2-mat-ngo-oto-6t-thang-may-91m2-gia-20-5-ty-id22314997,Sổ đỏ,397,
"Bán Đất tặng nhà 3 tầng quận Hai Bà Trưng, 200m2,MT12m,ô tô,Chỉ 36 tỷ.",200 m2 4 PN 3 WC,36 tỷ,"Quận Hai Bà Trưng, Hà Nội",20/09/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-mat-tien-pho/ban-dat-tang-nha-3-tang-quan-hai-ba-trung-200m2-mt12m-o-to-chi-36-ty-id22072366,Sổ đỏ,398,
